fips_code,county_name,state_code,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,social_vulnerability_index,svi_category,ability_to_handle_a_covid,cvac_category
17053,"Ford County, Illinois",IL,0.106,0.1813,0.0653,0.31,Low Vulnerability,0.29,Low Concern
17073,"Henry County, Illinois",IL,0.0965,0.1625,0.0593,0.2,Low Vulnerability,0.32,Low Concern
17137,"Morgan County, Illinois",IL,0.1042,0.1739,0.0646,0.5,Moderate Vulnerability,0.46,Moderate Concern
17039,"De Witt County, Illinois",IL,0.0986,0.1641,0.0612,0.13,Very Low Vulnerability,0.32,Low Concern
18067,"Howard County, Indiana",IN,0.1365,0.1857,0.0857,0.48,Moderate Vulnerability,0.57,Moderate Concern
17063,"Grundy County, Illinois",IL,0.0776,0.1249,0.0472,0.08,Very Low Vulnerability,0.26,Low Concern
17181,"Union County, Illinois",IL,0.1039,0.1725,0.0652,0.68,High Vulnerability,0.49,Moderate Concern
17127,"Massac County, Illinois",IL,0.1039,0.1725,0.0652,0.75,High Vulnerability,0.62,High Concern
17191,"Wayne County, Illinois",IL,0.1055,0.1745,0.0657,0.43,Moderate Vulnerability,0.53,Moderate Concern
17015,"Carroll County, Illinois",IL,0.0909,0.1529,0.0548,0.17,Very Low Vulnerability,0.42,Moderate Concern
17103,"Lee County, Illinois",IL,0.0909,0.1529,0.0548,0.3,Low Vulnerability,0.34,Low Concern
18075,"Jay County, Indiana",IN,0.1443,0.198,0.0916,0.67,High Vulnerability,0.81,Very High Concern
18011,"Boone County, Indiana",IN,0.0983,0.1318,0.061,0.04,Very Low Vulnerability,0.2,Very Low Concern
18041,"Fayette County, Indiana",IN,0.138,0.189,0.0866,0.61,High Vulnerability,0.68,High Concern
17151,"Pope County, Illinois",IL,0.1039,0.1725,0.0652,0.45,Moderate Vulnerability,0.69,High Concern
17189,"Washington County, Illinois",IL,0.1002,0.1676,0.0618,0.07,Very Low Vulnerability,0.13,Very Low Concern
17023,"Clark County, Illinois",IL,0.1055,0.1745,0.0657,0.21,Low Vulnerability,0.4,Low Concern
18051,"Gibson County, Indiana",IN,0.1144,0.1528,0.0713,0.32,Low Vulnerability,0.56,Moderate Concern
17079,"Jasper County, Illinois",IL,0.1055,0.1745,0.0657,0.24,Low Vulnerability,0.44,Moderate Concern
18061,"Harrison County, Indiana",IN,0.1268,0.1707,0.0788,0.19,Very Low Vulnerability,0.58,Moderate Concern
17143,"Peoria County, Illinois",IL,0.087,0.1501,0.0524,0.61,High Vulnerability,0.25,Low Concern
18049,"Fulton County, Indiana",IN,0.1316,0.1775,0.0825,0.35,Low Vulnerability,0.65,High Concern
18003,"Allen County, Indiana",IN,0.1161,0.1613,0.071,0.52,Moderate Vulnerability,0.54,Moderate Concern
17001,"Adams County, Illinois",IL,0.0991,0.1637,0.0611,0.25,Low Vulnerability,0.26,Low Concern
17061,"Greene County, Illinois",IL,0.1042,0.1739,0.0646,0.2,Very Low Vulnerability,0.48,Moderate Concern
17065,"Hamilton County, Illinois",IL,0.1039,0.1725,0.0652,0.15,Very Low Vulnerability,0.33,Low Concern
18089,"Lake County, Indiana",IN,0.1142,0.1618,0.0701,0.73,High Vulnerability,0.72,High Concern
17087,"Johnson County, Illinois",IL,0.1039,0.1725,0.0652,0.46,Moderate Vulnerability,0.59,Moderate Concern
17125,"Mason County, Illinois",IL,0.0991,0.1637,0.0611,0.29,Low Vulnerability,0.2,Low Concern
17031,"Cook County, Illinois",IL,0.0732,0.1289,0.044,0.68,High Vulnerability,0.5,Moderate Concern
17041,"Douglas County, Illinois",IL,0.0958,0.1619,0.0591,0.44,Moderate Vulnerability,0.76,High Concern
17085,"Jo Daviess County, Illinois",IL,0.0909,0.1529,0.0548,0.05,Very Low Vulnerability,0.31,Low Concern
17115,"Macon County, Illinois",IL,0.0952,0.1652,0.0585,0.6,Moderate Vulnerability,0.26,Low Concern
18029,"Dearborn County, Indiana",IN,0.1287,0.171,0.0806,0.08,Very Low Vulnerability,0.45,Moderate Concern
17051,"Fayette County, Illinois",IL,0.1017,0.1692,0.0633,0.59,Moderate Vulnerability,0.64,High Concern
17139,"Moultrie County, Illinois",IL,0.0986,0.1641,0.0612,0.29,Low Vulnerability,0.55,Moderate Concern
17021,"Christian County, Illinois",IL,0.0986,0.1641,0.0612,0.24,Low Vulnerability,0.38,Low Concern
17105,"Livingston County, Illinois",IL,0.106,0.1813,0.0653,0.48,Moderate Vulnerability,0.36,Low Concern
18081,"Johnson County, Indiana",IN,0.1159,0.1548,0.0722,0.14,Very Low Vulnerability,0.38,Low Concern
17095,"Knox County, Illinois",IL,0.0894,0.1509,0.0547,0.65,High Vulnerability,0.48,Moderate Concern
17169,"Schuyler County, Illinois",IL,0.0991,0.1637,0.0611,0.57,Moderate Vulnerability,0.43,Moderate Concern
18019,"Clark County, Indiana",IN,0.1298,0.1807,0.0803,0.25,Low Vulnerability,0.57,Moderate Concern
17159,"Richland County, Illinois",IL,0.1055,0.1745,0.0657,0.41,Moderate Vulnerability,0.41,Moderate Concern
17149,"Pike County, Illinois",IL,0.0991,0.1637,0.0611,0.35,Low Vulnerability,0.41,Moderate Concern
17011,"Bureau County, Illinois",IL,0.0894,0.1509,0.0547,0.29,Low Vulnerability,0.26,Low Concern
17075,"Iroquois County, Illinois",IL,0.106,0.1813,0.0653,0.34,Low Vulnerability,0.38,Low Concern
17193,"White County, Illinois",IL,0.1039,0.1725,0.0652,0.54,Moderate Vulnerability,0.55,Moderate Concern
17203,"Woodford County, Illinois",IL,0.0894,0.1509,0.0547,0.02,Very Low Vulnerability,0.14,Very Low Concern
18073,"Jasper County, Indiana",IN,0.1316,0.1775,0.0825,0.27,Low Vulnerability,0.59,Moderate Concern
17179,"Tazewell County, Illinois",IL,0.0894,0.1477,0.0543,0.11,Very Low Vulnerability,0.15,Very Low Concern
17129,"Menard County, Illinois",IL,0.0986,0.1641,0.0612,0.05,Very Low Vulnerability,0.24,Low Concern
18009,"Blackford County, Indiana",IN,0.1443,0.198,0.0916,0.37,Low Vulnerability,0.69,High Concern
18053,"Grant County, Indiana",IN,0.1373,0.1895,0.0871,0.73,High Vulnerability,0.75,High Concern
18063,"Hendricks County, Indiana",IN,0.1055,0.1393,0.0649,0.08,Very Low Vulnerability,0.36,Low Concern
17003,"Alexander County, Illinois",IL,0.1039,0.1725,0.0652,0.96,Very High Vulnerability,0.58,Moderate Concern
17157,"Randolph County, Illinois",IL,0.1002,0.1676,0.0618,0.46,Moderate Vulnerability,0.51,Moderate Concern
17067,"Hancock County, Illinois",IL,0.0965,0.1625,0.0593,0.12,Very Low Vulnerability,0.4,Low Concern
18017,"Cass County, Indiana",IN,0.1365,0.1857,0.0857,0.72,High Vulnerability,0.78,High Concern
18039,"Elkhart County, Indiana",IN,0.1368,0.1844,0.0873,0.77,High Vulnerability,0.77,High Concern
18083,"Knox County, Indiana",IN,0.125,0.1705,0.0779,0.59,Moderate Vulnerability,0.67,High Concern
17093,"Kendall County, Illinois",IL,0.0776,0.1249,0.0472,0.14,Very Low Vulnerability,0.24,Low Concern
17123,"Marshall County, Illinois",IL,0.0894,0.1509,0.0547,0.05,Very Low Vulnerability,0.19,Very Low Concern
17033,"Crawford County, Illinois",IL,0.1055,0.1745,0.0657,0.38,Low Vulnerability,0.43,Moderate Concern
17187,"Warren County, Illinois",IL,0.0965,0.1625,0.0593,0.61,High Vulnerability,0.38,Low Concern
17097,"Lake County, Illinois",IL,0.0712,0.1205,0.0433,0.35,Low Vulnerability,0.18,Very Low Concern
17131,"Mercer County, Illinois",IL,0.0965,0.1625,0.0593,0.11,Very Low Vulnerability,0.23,Low Concern
17029,"Coles County, Illinois",IL,0.0958,0.1619,0.0591,0.5,Moderate Vulnerability,0.59,Moderate Concern
18047,"Franklin County, Indiana",IN,0.1287,0.171,0.0806,0.15,Very Low Vulnerability,0.54,Moderate Concern
17059,"Gallatin County, Illinois",IL,0.1039,0.1725,0.0652,0.45,Moderate Vulnerability,0.65,High Concern
17019,"Champaign County, Illinois",IL,0.0767,0.1381,0.0467,0.5,Moderate Vulnerability,0.44,Moderate Concern
17141,"Ogle County, Illinois",IL,0.0879,0.1477,0.0534,0.29,Low Vulnerability,0.35,Low Concern
18079,"Jennings County, Indiana",IN,0.1417,0.1922,0.089,0.38,Low Vulnerability,0.6,Moderate Concern
17083,"Jersey County, Illinois",IL,0.1042,0.1739,0.0646,0.1,Very Low Vulnerability,0.35,Low Concern
17195,"Whiteside County, Illinois",IL,0.0909,0.1529,0.0548,0.33,Low Vulnerability,0.31,Low Concern
17171,"Scott County, Illinois",IL,0.1042,0.1739,0.0646,0.14,Very Low Vulnerability,0.29,Low Concern
18001,"Adams County, Indiana",IN,0.1383,0.1858,0.0882,0.59,Moderate Vulnerability,0.91,Very High Concern
17077,"Jackson County, Illinois",IL,0.0985,0.168,0.0603,0.7,High Vulnerability,0.52,Moderate Concern
17049,"Effingham County, Illinois",IL,0.1017,0.1692,0.0633,0.2,Very Low Vulnerability,0.12,Very Low Concern
17107,"Logan County, Illinois",IL,0.0986,0.1641,0.0612,0.23,Low Vulnerability,0.41,Moderate Concern
18021,"Clay County, Indiana",IN,0.1407,0.1921,0.089,0.33,Low Vulnerability,0.51,Moderate Concern
18071,"Jackson County, Indiana",IN,0.1149,0.1549,0.0706,0.54,Moderate Vulnerability,0.68,High Concern
17043,"DuPage County, Illinois",IL,0.063,0.1041,0.0381,0.16,Very Low Vulnerability,0.08,Very Low Concern
17013,"Calhoun County, Illinois",IL,0.1042,0.1739,0.0646,0.19,Very Low Vulnerability,0.38,Low Concern
17147,"Piatt County, Illinois",IL,0.0986,0.1641,0.0612,0.0,Very Low Vulnerability,0.05,Very Low Concern
18031,"Decatur County, Indiana",IN,0.1417,0.1922,0.089,0.21,Low Vulnerability,0.56,Moderate Concern
17113,"McLean County, Illinois",IL,0.0782,0.1362,0.0478,0.19,Very Low Vulnerability,0.28,Low Concern
17161,"Rock Island County, Illinois",IL,0.0936,0.159,0.0572,0.71,High Vulnerability,0.26,Low Concern
17069,"Hardin County, Illinois",IL,0.1039,0.1725,0.0652,0.5,Moderate Vulnerability,0.53,Moderate Concern
18085,"Kosciusko County, Indiana",IN,0.1313,0.1773,0.0832,0.46,Moderate Vulnerability,0.71,High Concern
17057,"Fulton County, Illinois",IL,0.0965,0.1625,0.0593,0.58,Moderate Vulnerability,0.46,Moderate Concern
17099,"LaSalle County, Illinois",IL,0.0958,0.1603,0.0589,0.43,Moderate Vulnerability,0.33,Low Concern
17035,"Cumberland County, Illinois",IL,0.0958,0.1619,0.0591,0.16,Very Low Vulnerability,0.35,Low Concern
18007,"Benton County, Indiana",IN,0.139,0.1908,0.0873,0.33,Low Vulnerability,0.57,Moderate Concern
17005,"Bond County, Illinois",IL,0.1017,0.1692,0.0633,0.37,Low Vulnerability,0.41,Moderate Concern
18045,"Fountain County, Indiana",IN,0.1407,0.1921,0.089,0.2,Low Vulnerability,0.72,High Concern
18065,"Henry County, Indiana",IN,0.1443,0.198,0.0916,0.38,Low Vulnerability,0.6,High Concern
17155,"Putnam County, Illinois",IL,0.0894,0.1509,0.0547,0.03,Very Low Vulnerability,0.22,Low Concern
17185,"Wabash County, Illinois",IL,0.1039,0.1725,0.0652,0.32,Low Vulnerability,0.66,High Concern
18055,"Greene County, Indiana",IN,0.1351,0.1825,0.0853,0.44,Moderate Vulnerability,0.7,High Concern
17091,"Kankakee County, Illinois",IL,0.0955,0.1636,0.0584,0.67,High Vulnerability,0.48,Moderate Concern
17027,"Clinton County, Illinois",IL,0.1017,0.1692,0.0633,0.18,Very Low Vulnerability,0.24,Low Concern
17133,"Monroe County, Illinois",IL,0.1002,0.1676,0.0618,0.0,Very Low Vulnerability,0.11,Very Low Concern
17121,"Marion County, Illinois",IL,0.1002,0.1676,0.0618,0.74,High Vulnerability,0.43,Moderate Concern
17177,"Stephenson County, Illinois",IL,0.0879,0.1477,0.0534,0.5,Moderate Vulnerability,0.47,Moderate Concern
18015,"Carroll County, Indiana",IN,0.139,0.1908,0.0873,0.12,Very Low Vulnerability,0.52,Moderate Concern
18037,"Dubois County, Indiana",IN,0.125,0.1705,0.0779,0.21,Low Vulnerability,0.34,Low Concern
17163,"St. Clair County, Illinois",IL,0.0949,0.1672,0.0571,0.52,Moderate Vulnerability,0.41,Moderate Concern
17197,"Will County, Illinois",IL,0.0784,0.1311,0.0477,0.2,Low Vulnerability,0.26,Low Concern
21239,"Woodford County, Kentucky",KY,0.1776,0.2256,0.1141,0.2,Low Vulnerability,0.01,Very Low Concern
23009,"Hancock County, Maine",ME,0.0948,0.1285,0.078,0.19,Very Low Vulnerability,0.19,Very Low Concern
22063,"Livingston Parish, Louisiana",LA,0.1978,0.267,0.1212,0.43,Moderate Vulnerability,0.51,Moderate Concern
21101,"Henderson County, Kentucky",KY,0.1924,0.2429,0.1267,0.71,High Vulnerability,0.16,Very Low Concern
22037,"East Feliciana Parish, Louisiana",LA,0.1898,0.2647,0.1174,0.82,Very High Vulnerability,0.58,Moderate Concern
22091,"St. Helena Parish, Louisiana",LA,0.1978,0.267,0.1212,0.9,Very High Vulnerability,0.8,Very High Concern
21111,"Jefferson County, Kentucky",KY,0.1589,0.2074,0.1011,0.57,Moderate Vulnerability,0.09,Very Low Concern
22101,"St. Mary Parish, Louisiana",LA,0.1898,0.2707,0.1148,0.92,Very High Vulnerability,0.77,High Concern
21121,"Knox County, Kentucky",KY,0.221,0.2864,0.149,0.83,Very High Vulnerability,0.38,Low Concern
21213,"Simpson County, Kentucky",KY,0.2053,0.2637,0.1375,0.29,Low Vulnerability,0.27,Low Concern
23017,"Oxford County, Maine",ME,0.105,0.1447,0.0863,0.37,Low Vulnerability,0.44,Moderate Concern
21185,"Oldham County, Kentucky",KY,0.1703,0.2099,0.1115,0.04,Very Low Vulnerability,0.04,Very Low Concern
21149,"McLean County, Kentucky",KY,0.1924,0.2429,0.1267,0.42,Moderate Vulnerability,0.06,Very Low Concern
21175,"Morgan County, Kentucky",KY,0.2105,0.2707,0.1391,0.83,Very High Vulnerability,0.31,Low Concern
21151,"Madison County, Kentucky",KY,0.1821,0.2374,0.1193,0.5,Moderate Vulnerability,0.06,Very Low Concern
21205,"Rowan County, Kentucky",KY,0.2105,0.2707,0.1391,0.76,High Vulnerability,0.24,Low Concern
22081,"Red River Parish, Louisiana",LA,0.1874,0.2716,0.1157,0.81,Very High Vulnerability,0.81,Very High Concern
22111,"Union Parish, Louisiana",LA,0.2015,0.2862,0.1268,0.81,Very High Vulnerability,0.85,Very High Concern
19045,"Clinton County, Iowa",IA,0.1324,0.1899,0.0796,0.26,Low Vulnerability,0.06,Very Low Concern
19183,"Washington County, Iowa",IA,0.1368,0.1983,0.0818,0.22,Low Vulnerability,0.01,Very Low Concern
19109,"Kossuth County, Iowa",IA,0.1172,0.1696,0.0695,0.1,Very Low Vulnerability,0.04,Very Low Concern
18091,"LaPorte County, Indiana",IN,0.1384,0.1899,0.0877,0.72,High Vulnerability,0.75,High Concern
19083,"Hardin County, Iowa",IA,0.1285,0.1852,0.0769,0.12,Very Low Vulnerability,0.04,Very Low Concern
19137,"Montgomery County, Iowa",IA,0.1323,0.1905,0.0795,0.53,Moderate Vulnerability,0.03,Very Low Concern
18101,"Martin County, Indiana",IN,0.1351,0.1825,0.0853,0.24,Low Vulnerability,0.58,Moderate Concern
19147,"Palo Alto County, Iowa",IA,0.1176,0.1682,0.0706,0.17,Very Low Vulnerability,0.04,Very Low Concern
18111,"Newton County, Indiana",IN,0.1316,0.1775,0.0825,0.34,Low Vulnerability,0.64,High Concern
19019,"Buchanan County, Iowa",IA,0.1219,0.1784,0.0724,0.07,Very Low Vulnerability,0.07,Very Low Concern
19191,"Winneshiek County, Iowa",IA,0.1254,0.1827,0.0745,0.01,Very Low Vulnerability,0.01,Very Low Concern
18175,"Washington County, Indiana",IN,0.1268,0.1707,0.0788,0.38,Low Vulnerability,0.75,High Concern
18139,"Rush County, Indiana",IN,0.138,0.189,0.0866,0.26,Low Vulnerability,0.67,High Concern
18165,"Vermillion County, Indiana",IN,0.1407,0.1921,0.089,0.45,Moderate Vulnerability,0.55,Moderate Concern
18141,"St. Joseph County, Indiana",IN,0.1239,0.1743,0.0768,0.62,High Vulnerability,0.61,High Concern
19011,"Benton County, Iowa",IA,0.1293,0.1877,0.0781,0.01,Very Low Vulnerability,0.01,Very Low Concern
18119,"Owen County, Indiana",IN,0.1351,0.1825,0.0853,0.35,Low Vulnerability,0.66,High Concern
19127,"Marshall County, Iowa",IA,0.1293,0.1877,0.0781,0.69,High Vulnerability,0.14,Very Low Concern
19157,"Poweshiek County, Iowa",IA,0.1293,0.1877,0.0781,0.15,Very Low Vulnerability,0.0,Very Low Concern
18131,"Pulaski County, Indiana",IN,0.1316,0.1775,0.0825,0.23,Low Vulnerability,0.69,High Concern
18183,"Whitley County, Indiana",IN,0.1383,0.1858,0.0882,0.03,Very Low Vulnerability,0.44,Moderate Concern
19093,"Ida County, Iowa",IA,0.1175,0.1712,0.0704,0.09,Very Low Vulnerability,0.0,Very Low Concern
19021,"Buena Vista County, Iowa",IA,0.1175,0.1712,0.0704,0.74,High Vulnerability,0.03,Very Low Concern
19063,"Emmet County, Iowa",IA,0.1176,0.1682,0.0706,0.39,Low Vulnerability,0.07,Very Low Concern
18149,"Starke County, Indiana",IN,0.1316,0.1775,0.0825,0.34,Low Vulnerability,0.79,High Concern
19119,"Lyon County, Iowa",IA,0.1176,0.1682,0.0706,0.04,Very Low Vulnerability,0.04,Very Low Concern
19149,"Plymouth County, Iowa",IA,0.132,0.1926,0.0792,0.13,Very Low Vulnerability,0.02,Very Low Concern
19075,"Grundy County, Iowa",IA,0.1285,0.1852,0.0769,0.0,Very Low Vulnerability,0.0,Very Low Concern
20003,"Anderson County, Kansas",KS,0.156,0.2068,0.0963,0.23,Low Vulnerability,0.63,High Concern
19029,"Cass County, Iowa",IA,0.1323,0.1905,0.0795,0.2,Very Low Vulnerability,0.09,Very Low Concern
19171,"Tama County, Iowa",IA,0.1293,0.1877,0.0781,0.33,Low Vulnerability,0.1,Very Low Concern
19085,"Harrison County, Iowa",IA,0.1323,0.1905,0.0795,0.06,Very Low Vulnerability,0.02,Very Low Concern
19173,"Taylor County, Iowa",IA,0.1362,0.1966,0.0841,0.28,Low Vulnerability,0.14,Very Low Concern
19139,"Muscatine County, Iowa",IA,0.1324,0.1899,0.0796,0.39,Low Vulnerability,0.03,Very Low Concern
18093,"Lawrence County, Indiana",IN,0.1351,0.1825,0.0853,0.28,Low Vulnerability,0.49,Moderate Concern
19055,"Delaware County, Iowa",IA,0.1219,0.1784,0.0724,0.03,Very Low Vulnerability,0.01,Very Low Concern
18103,"Miami County, Indiana",IN,0.1373,0.1895,0.0871,0.59,Moderate Vulnerability,0.73,High Concern
19027,"Carroll County, Iowa",IA,0.1175,0.1712,0.0704,0.05,Very Low Vulnerability,0.0,Very Low Concern
19141,"O'Brien County, Iowa",IA,0.1176,0.1682,0.0706,0.23,Low Vulnerability,0.08,Very Low Concern
19077,"Guthrie County, Iowa",IA,0.1362,0.1966,0.0841,0.12,Very Low Vulnerability,0.02,Very Low Concern
19111,"Lee County, Iowa",IA,0.1334,0.1944,0.0808,0.5,Moderate Vulnerability,0.04,Very Low Concern
18147,"Spencer County, Indiana",IN,0.125,0.1705,0.0779,0.09,Very Low Vulnerability,0.6,Moderate Concern
18167,"Vigo County, Indiana",IN,0.1363,0.1915,0.085,0.73,High Vulnerability,0.68,High Concern
19047,"Crawford County, Iowa",IA,0.1175,0.1712,0.0704,0.86,Very High Vulnerability,0.33,Low Concern
18133,"Putnam County, Indiana",IN,0.1343,0.1795,0.0845,0.35,Low Vulnerability,0.71,High Concern
19181,"Warren County, Iowa",IA,0.1239,0.176,0.0743,0.07,Very Low Vulnerability,0.01,Very Low Concern
18157,"Tippecanoe County, Indiana",IN,0.1084,0.158,0.0676,0.49,Moderate Vulnerability,0.66,High Concern
19091,"Humboldt County, Iowa",IA,0.1285,0.1852,0.0769,0.14,Very Low Vulnerability,0.09,Very Low Concern
19037,"Chickasaw County, Iowa",IA,0.1254,0.1827,0.0745,0.06,Very Low Vulnerability,0.06,Very Low Concern
19101,"Jefferson County, Iowa",IA,0.1368,0.1983,0.0818,0.49,Moderate Vulnerability,0.13,Very Low Concern
18109,"Morgan County, Indiana",IN,0.1343,0.1795,0.0845,0.22,Low Vulnerability,0.43,Moderate Concern
19013,"Black Hawk County, Iowa",IA,0.121,0.1778,0.0721,0.43,Moderate Vulnerability,0.04,Very Low Concern
19189,"Winnebago County, Iowa",IA,0.1172,0.1696,0.0695,0.21,Low Vulnerability,0.07,Very Low Concern
19125,"Marion County, Iowa",IA,0.1239,0.176,0.0743,0.19,Very Low Vulnerability,0.01,Very Low Concern
19155,"Pottawattamie County, Iowa",IA,0.1323,0.1905,0.0795,0.46,Moderate Vulnerability,0.04,Very Low Concern
19061,"Dubuque County, Iowa",IA,0.1219,0.1784,0.0724,0.23,Low Vulnerability,0.01,Very Low Concern
19099,"Jasper County, Iowa",IA,0.1239,0.176,0.0743,0.25,Low Vulnerability,0.02,Very Low Concern
18117,"Orange County, Indiana",IN,0.1351,0.1825,0.0853,0.65,High Vulnerability,0.73,High Concern
19165,"Shelby County, Iowa",IA,0.1323,0.1905,0.0795,0.13,Very Low Vulnerability,0.02,Very Low Concern
18173,"Warrick County, Indiana",IN,0.1144,0.1528,0.0713,0.07,Very Low Vulnerability,0.27,Low Concern
19175,"Union County, Iowa",IA,0.1362,0.1966,0.0841,0.45,Moderate Vulnerability,0.07,Very Low Concern
19053,"Decatur County, Iowa",IA,0.1362,0.1966,0.0841,0.68,High Vulnerability,0.21,Low Concern
19163,"Scott County, Iowa",IA,0.1207,0.1757,0.0716,0.27,Low Vulnerability,0.02,Very Low Concern
19117,"Lucas County, Iowa",IA,0.1362,0.1966,0.0841,0.28,Low Vulnerability,0.13,Very Low Concern
18095,"Madison County, Indiana",IN,0.1376,0.1884,0.086,0.67,High Vulnerability,0.65,High Concern
18155,"Switzerland County, Indiana",IN,0.1287,0.171,0.0806,0.63,High Vulnerability,0.84,Very High Concern
18159,"Tipton County, Indiana",IN,0.1365,0.1857,0.0857,0.07,Very Low Vulnerability,0.44,Moderate Concern
20005,"Atchison County, Kansas",KS,0.1637,0.2184,0.101,0.49,Moderate Vulnerability,0.62,High Concern
18181,"White County, Indiana",IN,0.139,0.1908,0.0873,0.24,Low Vulnerability,0.53,Moderate Concern
19035,"Cherokee County, Iowa",IA,0.1175,0.1712,0.0704,0.17,Very Low Vulnerability,0.02,Very Low Concern
18125,"Pike County, Indiana",IN,0.125,0.1705,0.0779,0.17,Very Low Vulnerability,0.56,Moderate Concern
20007,"Barber County, Kansas",KS,0.1567,0.2122,0.0971,0.28,Low Vulnerability,0.64,High Concern
